|央视频道,#genre#
馋哭了！川味来袭,https://live.metshop.top/yy/1382736913
原始人大挑战,https://live.metshop.top/yy/1382736884
精彩动作电影享不停,https://live.metshop.top/yy/1382736809
穿越时空的爱恋,https://live.metshop.top/yy/1382735567
国内动作大片,https://live.metshop.top/yy/1382749917
动作大片,https://live.metshop.top/yy/1354888739
荒野求生,https://live.metshop.top/yy/39123221
精彩港剧,https://live.metshop.top/yy/1354932431
觅食者-美食纪录片,https://live.metshop.top/yy/1382736841
国外科幻片,https://live.metshop.top/yy/1382735585
古装喜剧,https://live.metshop.top/yy/1382749905
老司机带你开眼界,https://live.metshop.top/yy/1349538007
大江大河2-高分影视推荐,https://live.metshop.top/yy/1382736797
欢乐集结号,https://live.metshop.top/yy/1382749911
学生兵,https://live.metshop.top/yy/1354658003
第8号当铺,https://live.metshop.top/yy/1382736905
俺娘田小草,https://live.metshop.top/yy/1382741638
本山快乐营,https://live.metshop.top/yy/1382736852
红楼梦1987经典版,https://live.metshop.top/yy/1382745084
国内科幻电影集合,https://live.metshop.top/yy/1354936221
你不知道的黄河故事,https://live.metshop.top/yy/1382745189
哈利波特全集,https://live.metshop.top/yy/1382745105
中国第一神探-狄仁杰,https://live.metshop.top/yy/1354932438
绝美！航拍中国第1季,https://live.metshop.top/yy/1354936136
一剑开天门,https://live.metshop.top/yy/34313906
精彩动作电影,https://live.metshop.top/yy/1382736823
国内动作片,https://live.metshop.top/yy/1382735561
碟中谍,https://live.metshop.top/yy/1354930181
天下第一,https://live.metshop.top/yy/1382736838
笑傲帮,https://live.metshop.top/yy/1382735555
银河护卫队-国外科幻巨作,https://live.metshop.top/yy/1382736815
大王来巡山,https://live.metshop.top/yy/1382736844
地球上的地狱,https://live.metshop.top/yy/1382736918
超燃科幻大片：明日边缘,https://live.metshop.top/yy/1382736835
国产喜剧大片,https://live.metshop.top/yy/1382745113
笑声传奇,https://live.metshop.top/yy/1382736880
冲上云霄-经典港剧,https://live.metshop.top/yy/1382736833
谈判专家,https://live.metshop.top/yy/1382735560

来自星星的你,https://live.metshop.top/yy/1354930976
喜剧电影合集,https://live.metshop.top/yy/1354926637
9.8分！这部纪录片封神了,https://live.metshop.top/yy/1382736825
国内科幻片来袭,https://live.metshop.top/yy/1354930821
香港动作大片,https://live.metshop.top/yy/1382736816
史诗级战争大片,https://live.metshop.top/yy/1382745092
本山快乐营-爆笑小品,https://live.metshop.top/yy/1354930948
小鬼当家-童年回忆,https://live.metshop.top/yy/1382745104
岳云鹏宋小宝也来演电影了？,https://live.metshop.top/yy/1354926612
机械战警1-3,https://live.metshop.top/yy/1382736854
金玉满堂：精彩港剧,https://live.metshop.top/yy/1382736881
法外风云,https://live.metshop.top/yy/1382736805
火线追凶-侦探系列电影,https://live.metshop.top/yy/1382745090
经典动作电影,https://live.metshop.top/yy/1370293254
动作大片,https://live.metshop.top/yy/1354930887
从“地瓜嫂”到“杀猪婆”的坚强人生,https://live.metshop.top/yy/1354658062
缺宅男女-精彩港剧,https://live.metshop.top/yy/1382745088
美国队长史蒂夫,https://live.metshop.top/yy/1382736813
隋唐演义,https://live.metshop.top/yy/69968263
机场超燃警匪片,https://live.metshop.top/yy/1382735576
华子系列,https://live.metshop.top/yy/1354888726
冕加电影院 ,https://live.metshop.top/yy/1339157813
国产大片电影,https://live.metshop.top/yy/1354926655
王朝-自然-纪录片,https://live.metshop.top/yy/1354930927
解放：苏联战争巨片,https://live.metshop.top/yy/1354936249
上海滩,https://live.metshop.top/yy/1382745184
蓝色星球-自然-纪录片,https://live.metshop.top/yy/1354930936
野性欧洲,https://live.metshop.top/yy/1354926622
欢乐集结号58-70,https://live.metshop.top/yy/1382745119
无敌解压,https://live.metshop.top/yy/1382736897
一城一味（舌尖姐妹篇）,https://live.metshop.top/yy/1382745179
爱的迫降-韩剧,https://live.metshop.top/yy/1354889042
外国战争大片,https://live.metshop.top/yy/1382736872
【陪你看】金刚葫芦娃,https://live.metshop.top/yy/1353323999
漫画解说,https://live.metshop.top/yy/1382735568
吐槽大会 第2季,https://live.metshop.top/yy/1354936145
小生物的故事,https://live.metshop.top/yy/1382736834
顺娘-影视剧,https://live.metshop.top/yy/1354930945
熊出没-国漫,https://live.metshop.top/yy/1354936157
流金岁月-经典港剧,https://live.metshop.top/yy/1382736891
王者归来亲情演绎,https://live.metshop.top/yy/1353327982
国内科幻电影,https://live.metshop.top/yy/1354932444
老表，你好Hea！-精彩港剧,https://live.metshop.top/yy/1382736873
国外高分大片,https://live.metshop.top/yy/1382736867
叛逆者,https://live.metshop.top/yy/1382736868
通天狄仁杰,https://live.metshop.top/yy/1382749906
来看修牛蹄,https://live.metshop.top/yy/1382749887
大江大河-高分影视推荐,https://live.metshop.top/yy/1382736806
百家讲坛-之女皇武则天,https://live.metshop.top/yy/1354889015
加勒比海盗系列,https://live.metshop.top/yy/1382749914
传奇之王-影视剧,https://live.metshop.top/yy/1354926735
心理追凶-港剧,https://live.metshop.top/yy/1354936207
白夜追凶第一季,https://live.metshop.top/yy/1354932359
大唐双龙传,https://live.metshop.top/yy/1354930979
功夫婆媳-影视剧,https://live.metshop.top/yy/1382736883
知否,https://live.metshop.top/yy/1351537467
国内科幻,https://live.metshop.top/yy/1354936170
国产动作电影,https://live.metshop.top/yy/1382736858
娘亲舅大,https://live.metshop.top/yy/1354932360
舌尖上的中国第一季,https://live.metshop.top/yy/1354930952
刺激！国外战争,https://live.metshop.top/yy/1354936142
编辑部的故事,https://live.metshop.top/yy/1354936120
德鲁纳酒店-韩剧,https://live.metshop.top/yy/1354931488
笑傲江湖 第1季,https://live.metshop.top/yy/1382749896
港片经典百万部,https://live.metshop.top/yy/1355122314
深海利剑,https://live.metshop.top/yy/1382736906
热播国内侦探片,https://live.metshop.top/yy/1382736820
强盛高启强 ,https://live.metshop.top/yy/37347905
苦乐村官,https://live.metshop.top/yy/1382736864
奇缘39262港台影院,https://live.metshop.top/yy/1354889234
百家讲坛――之明太祖朱元璋,https://live.metshop.top/yy/1354936149
金星脱口秀-敢说会道,https://live.metshop.top/yy/1354932407
真心想让你幸福,https://live.metshop.top/yy/1382736876
国外动作大片,https://live.metshop.top/yy/1382735540
飞虎之雷霆极战,https://live.metshop.top/yy/1382736869
欢迎来到爆笑剧场,https://live.metshop.top/yy/1382736916
丁大命,https://live.metshop.top/yy/1382735579
国外侦探,https://live.metshop.top/yy/1382736896
【B82】晨晨,https://live.metshop.top/yy/1355733616
家有九凤-影视剧,https://live.metshop.top/yy/1354930894
红色经典影视剧-风语,https://live.metshop.top/yy/1354926671
电影 ,https://live.metshop.top/yy/1355370824
敏敏,https://live.metshop.top/yy/1355226280
法证先锋,https://live.metshop.top/yy/1354930965
笑傲江湖 第2季,https://live.metshop.top/yy/1382736914
战狼3,https://live.metshop.top/yy/1355913027
仙女影视,https://live.metshop.top/yy/1356038038
记忆中的TVB,https://live.metshop.top/yy/1382749951
爱宝鬼片 陪你丫丫,https://live.metshop.top/yy/1356072278
憨豆先生-经典喜剧,https://live.metshop.top/yy/1354936239
失忆24小时,https://live.metshop.top/yy/1382741640
金三角大营救,https://live.metshop.top/yy/1354930924
本山快乐营,https://live.metshop.top/yy/1354933529
国外战争,https://live.metshop.top/yy/1382735571
冲上云霄2,https://live.metshop.top/yy/1354933556
本山快乐营2,https://live.metshop.top/yy/1382736718
国内科幻片,https://live.metshop.top/yy/1382745110
动作大片,https://live.metshop.top/yy/1354930816
嫦娥,https://live.metshop.top/yy/1354658064
无罪推定,https://live.metshop.top/yy/1354936208
开心俱乐部,https://live.metshop.top/yy/1382735541
憨豆先生,https://live.metshop.top/yy/1354930189
聪明的顺溜之雄鹰小子S1-国漫,https://live.metshop.top/yy/1382736902
余zui,https://live.metshop.top/yy/31809939
公主嫁到-电视剧,https://live.metshop.top/yy/1354930957
缺宅男女,https://live.metshop.top/yy/1354930937
经典二战,https://live.metshop.top/yy/1354936238
oh我的鬼神大人-韩剧,https://live.metshop.top/yy/1354936160
迷,https://live.metshop.top/yy/1382736719
今晚80后脱口秀,https://live.metshop.top/yy/1382745098
特种兵归来-国产电影,https://live.metshop.top/yy/1382735581
尽享国内精彩战争片,https://live.metshop.top/yy/1382745094
苦咖啡,https://live.metshop.top/yy/1382736908
笑傲江湖-电视剧,https://live.metshop.top/yy/1354936128
中年计划,https://live.metshop.top/yy/1354658051
战狼3  吴京主演,https://live.metshop.top/yy/1451866697
法证先锋Ⅳ,https://live.metshop.top/yy/1354932426
催泪战争,https://live.metshop.top/yy/1382745124
霸道总裁爱上女秘书,https://live.metshop.top/yy/1354936167
开心麻花街,https://live.metshop.top/yy/1354926643
换子成龙-影视剧,https://live.metshop.top/yy/1354932397
金装四大才子,https://live.metshop.top/yy/1354926600
一起来笑吧,https://live.metshop.top/yy/1454859415
宫心计-港剧-古装,https://live.metshop.top/yy/1354933540
攻壳机动队,https://live.metshop.top/yy/1382745089
热播喜剧,https://live.metshop.top/yy/1354936169
花儿开心吧-小品,https://live.metshop.top/yy/1382736917
非诚勿扰,https://live.metshop.top/yy/1382745106
丈夫在外有人？真相竟然是！,https://live.metshop.top/yy/1354932375
了不起的萝莉小玲,https://live.metshop.top/yy/1382736799
大汉天子S3,https://live.metshop.top/yy/1382736810
能耐大了！德云社演技爆棚,https://live.metshop.top/yy/1354930915
外国战争经典,https://live.metshop.top/yy/1382749890
李三枪-抗战影视剧,https://live.metshop.top/yy/1354936122
凡人的品格-影视剧,https://live.metshop.top/yy/1354936116
男亲女爱-经典港剧,https://live.metshop.top/yy/1382736715
吾儿可教,https://live.metshop.top/yy/1354932391
李茶的姑妈-开心麻花,https://live.metshop.top/yy/1354936191
国内侦探电影大全,https://live.metshop.top/yy/1354936134
赶海新发现,https://live.metshop.top/yy/1382749912
翡翠凤凰-影视剧,https://live.metshop.top/yy/1354926666
大家都在看的警匪片,https://live.metshop.top/yy/1354930964
百家讲坛-红楼梦篇,https://live.metshop.top/yy/1382741639
王牌逗王牌-喜剧,https://live.metshop.top/yy/1354658048
吐槽大会 第5季,https://live.metshop.top/yy/1354889009
【陪你看】金刚葫芦娃,https://live.metshop.top/yy/1353323999
溏心风暴之家好月圆,https://live.metshop.top/yy/1354888747
国内战争,https://live.metshop.top/yy/1354930204
摔跤吧爸爸！院线大片,https://live.metshop.top/yy/1382736851
仙灵儿,https://live.metshop.top/yy/1382736887
风云雄霸天下,https://live.metshop.top/yy/1508778705
大酱园,https://live.metshop.top/yy/1382736824
巩汉林春晚小品合集,https://live.metshop.top/yy/1354889035
大力女都奉顺-韩剧,https://live.metshop.top/yy/1382735542
喜乐街,https://live.metshop.top/yy/1354936231
姜小妞,https://live.metshop.top/yy/1353879416
国外院线动作大片,https://live.metshop.top/yy/1382735570
守望的天空,https://live.metshop.top/yy/1382736843
大家都爱看的港剧,https://live.metshop.top/yy/1382736861
命中注定我爱你-泰剧,https://live.metshop.top/yy/1354930903
地心历险记2,https://live.metshop.top/yy/1354936228
爱你的甜心,https://live.metshop.top/yy/1351998401
蜥蜴世界,https://live.metshop.top/yy/1382735545
烧脑！国外侦探,https://live.metshop.top/yy/1382735551
家族荣耀-精彩港剧,https://live.metshop.top/yy/1382745103
越策越开心34-45,https://live.metshop.top/yy/1382736895
今夜百乐门,https://live.metshop.top/yy/1382736912
富滇风云,https://live.metshop.top/yy/1382736853
地心历险记-科幻,https://live.metshop.top/yy/1382736911
国内动作电影,https://live.metshop.top/yy/1382745176
机动步队,https://live.metshop.top/yy/1354932371
大明宫词,https://live.metshop.top/yy/1382745190
国外喜剧电影,https://live.metshop.top/yy/1354936178
跳远生命线-优质港剧,https://live.metshop.top/yy/1382735566
超解压短视频,https://live.metshop.top/yy/1382744423
男生女生向前冲,https://live.metshop.top/yy/1382745122
大君-描绘爱情,https://live.metshop.top/yy/1382736874
外国爆笑喜剧,https://live.metshop.top/yy/1382745093
超乎意料的国外侦探,https://live.metshop.top/yy/1382735543
闲暇观看综艺,https://live.metshop.top/yy/1354932379
国外战争,https://live.metshop.top/yy/1382749918
能耐大了第1季,https://live.metshop.top/yy/1354930195
洗地毯,https://live.metshop.top/yy/1382736859
梦想改造家 第1季,https://live.metshop.top/yy/1382736892
一卷风云琅琊榜,https://live.metshop.top/yy/26958525
熊仔之正义守护-国漫,https://live.metshop.top/yy/1382736836
不是照骗哦,https://live.metshop.top/yy/1355549868
越策越开心2015,https://live.metshop.top/yy/1382735559
越策越开心12-22,https://live.metshop.top/yy/1382735558
吐槽大会 第1季,https://live.metshop.top/yy/1354936210
三个女人一个因,https://live.metshop.top/yy/1382749953
越策越开心23-33,https://live.metshop.top/yy/1354930967
玲宝陪你看,https://live.metshop.top/yy/1353215589
淼淼港片,https://live.metshop.top/yy/1455898488
国外动作片,https://live.metshop.top/yy/1382749913
超燃动作片,https://live.metshop.top/yy/1354936199
国外侦探电影,https://live.metshop.top/yy/1382745099
新水浒,https://live.metshop.top/yy/38090300
修牛蹄,https://live.metshop.top/yy/1353413683
星爷合集,https://live.metshop.top/yy/1382833670
相声相声搜38528频道,https://live.metshop.top/yy/34025318

|电影明星,#genre#
星爷,https://live.metshop.top/huya/11342412
英叔,https://live.metshop.top/huya/11342421
发哥,https://live.metshop.top/huya/11342387
成龙,https://live.metshop.top/huya/11342386
王晶,https://live.metshop.top/huya/11602058
沈腾,https://live.metshop.top/huya/11601968
黄渤,https://live.metshop.top/huya/11352876
强森,https://live.metshop.top/huya/21059581
漫威,https://live.metshop.top/huya/11602034
宇宙,https://live.metshop.top/huya/11342428
怪兽,https://live.metshop.top/huya/21059577
武侠,https://live.metshop.top/huya/11342427
警匪,https://live.metshop.top/huya/11352886
罪犯,https://live.metshop.top/huya/11352962
枪战,https://live.metshop.top/huya/21059579
海盗,https://live.metshop.top/huya/21059595
赛车,https://live.metshop.top/huya/11279247
推荐,https://live.metshop.top/huya/11602041
救援,https://live.metshop.top/huya/21059594
热血,https://live.metshop.top/huya/11352934
盗墓,https://live.metshop.top/huya/21059552
贺岁,https://live.metshop.top/huya/11601971
玄幻,https://live.metshop.top/huya/11342414
谍战,https://live.metshop.top/huya/21059585
战争,https://live.metshop.top/huya/21059592
喜剧,https://live.metshop.top/huya/11352877
港片,https://live.metshop.top/huya/11602043
国产,https://live.metshop.top/huya/11352973
周星星,https://live.metshop.top/huya/11336587
李连杰,https://live.metshop.top/huya/11342390
洪金宝,https://live.metshop.top/huya/11279251
梁家辉,https://live.metshop.top/huya/11342429
刘德华,https://live.metshop.top/huya/11342424
斯坦森,https://live.metshop.top/huya/21059588
小鬼头,https://live.metshop.top/huya/11352963
八点档,https://live.metshop.top/huya/880261
蜘蛛侠,https://live.metshop.top/huya/21059599
贺岁片,https://live.metshop.top/huya/11601986
功夫片,https://live.metshop.top/huya/11352941
黑帮片,https://live.metshop.top/huya/11336719
丧尸片,https://live.metshop.top/huya/21059578
灾难片,https://live.metshop.top/huya/11602075
谍战片,https://live.metshop.top/huya/21059587
战争片,https://live.metshop.top/huya/21059574
犯罪片,https://live.metshop.top/huya/11352974
古装片,https://live.metshop.top/huya/11336590
高分动作,https://live.metshop.top/huya/11352884
动作电影,https://live.metshop.top/huya/11602077
搞笑喜剧,https://live.metshop.top/huya/11342423
喜剧专场,https://live.metshop.top/huya/11602044
欢笑影院,https://live.metshop.top/huya/11352894
不挤影院,https://live.metshop.top/huya/11352897
国产悬疑,https://live.metshop.top/huya/11342395
快意江湖,https://live.metshop.top/huya/11342435
黑帮斗争,https://live.metshop.top/huya/11342419
嫣然影厅,https://live.metshop.top/huya/11601977
许氏三杰,https://live.metshop.top/huya/11602033
经典港片,https://live.metshop.top/huya/11352965
镖行天下,https://live.metshop.top/huya/11352969
高能反转,https://live.metshop.top/huya/11352887
喜乐影院,https://live.metshop.top/huya/21059580
蘑菇影厅,https://live.metshop.top/huya/11601981
搞笑恐怖,https://live.metshop.top/huya/11601960
死神来了,https://live.metshop.top/huya/11352903
变形金刚,https://live.metshop.top/huya/21059596
怪兽系列,https://live.metshop.top/huya/21059554
老三国,https://live.metshop.top/huya/11602081
新三国,https://live.metshop.top/huya/11352944
新水浒,https://live.metshop.top/huya/11342384
纪晓岚,https://live.metshop.top/huya/11342396
庆余年,https://live.metshop.top/huya/11352960
雍正王朝,https://live.metshop.top/huya/11342439
士兵突击,https://live.metshop.top/huya/11342430
爱情公寓,https://live.metshop.top/huya/11336726
武林外传,https://live.metshop.top/huya/21059598
地下交通站,https://live.metshop.top/huya/11342433
邻里一家亲,https://live.metshop.top/huya/11342426
陈翔六点半,https://live.metshop.top/huya/11274154
鹿哥电影,https://live.metshop.top/huya/24396360
斌哥漫说,https://live.metshop.top/huya/18632116
续哥说电影,https://live.metshop.top/huya/24396472
小川侃电影,https://live.metshop.top/huya/15870999
阿良说剧,https://live.metshop.top/huya/20488841
鱼丸电影,https://live.metshop.top/huya/16615910
阿斗说电影,https://live.metshop.top/huya/13303478
扁豆看电影,https://live.metshop.top/huya/16028551
乌贼说电影,https://live.metshop.top/huya/16604522
大象放映室,https://live.metshop.top/huya/21277391
科幻梦工场,https://live.metshop.top/huya/15152155
亮哥讲电影,https://live.metshop.top/huya/16144175
越哥说电影,https://live.metshop.top/huya/15894162
小冉看电影,https://live.metshop.top/huya/17341907
阿翔说电影,https://live.metshop.top/huya/16868935
虎妞说电影,https://live.metshop.top/huya/20343144
涵哥评电影,https://live.metshop.top/huya/16865726
老皮讲电影,https://live.metshop.top/huya/16968572
默爷侃电影,https://live.metshop.top/huya/17204307
冷君说电影,https://live.metshop.top/huya/16739452
恐怖电影解说,https://live.metshop.top/huya/16741179
星爷,http://cfss.cc/cdn/hy/11342412.flv
英叔,http://cfss.cc/cdn/hy/11342421.flv
发哥,http://cfss.cc/cdn/hy/11342387.flv
成龙,http://cfss.cc/cdn/hy/11342386.flv
王晶,http://cfss.cc/cdn/hy/11602058.flv
沈腾,http://cfss.cc/cdn/hy/11601968.flv
黄渤,http://cfss.cc/cdn/hy/11352876.flv
强森,http://cfss.cc/cdn/hy/21059581.flv
漫威,http://cfss.cc/cdn/hy/11602034.flv
许冠英,https://live.metshop.top/huya/11601972#http://cfss.cc/cdn/hy/11601972.flv
五福星,https://live.metshop.top/huya/11282233#http://cfss.cc/cdn/hy/11282233.flv
邱淑贞,https://live.metshop.top/huya/11352949#http://cfss.cc/cdn/hy/11352949.flv
古天乐,https://live.metshop.top/huya/11602041#http://cfss.cc/cdn/hy/11602041.flv
徐克,https://live.metshop.top/huya/11352909#http://cfss.cc/cdn/hy/11352909.flv
冯小刚,https://live.metshop.top/huya/11352906#http://cfss.cc/cdn/hy/11352906.flv
甄子丹,https://live.metshop.top/huya/11352935#http://cfss.cc/cdn/hy/11352935.flv
周星星,http://cfss.cc/cdn/hy/11336587.flv
李连杰,http://cfss.cc/cdn/hy/11342390.flv
洪金宝,http://cfss.cc/cdn/hy/11279251.flv
梁家辉,http://cfss.cc/cdn/hy/11342429.flv
刘德华,http://cfss.cc/cdn/hy/11342424.flv
斯坦森,http://cfss.cc/cdn/hy/21059588.flv
曾江,http://cfss.cc/cdn/hy/11601981.flv
周海媚,http://cfss.cc/cdn/hy/11279247.flv
宇宙,http://cfss.cc/cdn/hy/11342428.flv
怪兽,http://cfss.cc/cdn/hy/21059577.flv
武侠,http://cfss.cc/cdn/hy/11342427.flv
警匪,http://cfss.cc/cdn/hy/11352886.flv
罪犯,http://cfss.cc/cdn/hy/11352962.flv
枪战,http://cfss.cc/cdn/hy/21059579.flv
海盗,http://cfss.cc/cdn/hy/21059595.flv
推荐,http://cfss.cc/cdn/hy/11602041.flv
救援,http://cfss.cc/cdn/hy/21059594.flv
热血,http://cfss.cc/cdn/hy/11352934.flv
盗墓,http://cfss.cc/cdn/hy/21059552.flv
贺岁,http://cfss.cc/cdn/hy/11601971.flv
玄幻,http://cfss.cc/cdn/hy/11342414.flv
谍战,http://cfss.cc/cdn/hy/21059585.flv
战争,http://cfss.cc/cdn/hy/21059592.flv
喜剧,http://cfss.cc/cdn/hy/11352877.flv
港片,http://cfss.cc/cdn/hy/11602043.flv
国产,http://cfss.cc/cdn/hy/11352973.flv
八点档,http://cfss.cc/cdn/hy/880261.flv
超异能族,http://cfss.cc/cdn/hy/21059586.flv
古墓系列,http://cfss.cc/cdn/hy/11352913.flv
蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
贺岁片,http://cfss.cc/cdn/hy/11601986.flv
功夫片,http://cfss.cc/cdn/hy/11352941.flv
黑帮片,http://cfss.cc/cdn/hy/11336719.flv
丧尸片,http://cfss.cc/cdn/hy//21059578.flv
灾难片,http://cfss.cc/cdn/hy/11602075.flv
谍战片,http://cfss.cc/cdn/hy/21059587.flv
战争片,http://cfss.cc/cdn/hy/21059574.flv
犯罪片,http://cfss.cc/cdn/hy/11352974.flv
古装片,http://cfss.cc/cdn/hy/11336590.flv
高分动作,http://cfss.cc/cdn/hy/11352884.flv
动作电影,http://cfss.cc/cdn/hy/11602077.flv
搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
不挤影院,http://cfss.cc/cdn/hy/11352897.flv
国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
快意江湖,http://cfss.cc/cdn/hy/11342435.flv
黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
经典港片,http://cfss.cc/cdn/hy/11352965.flv
镖行天下,http://cfss.cc/cdn/hy/11352969.flv
高能反转,http://cfss.cc/cdn/hy/11352887.flv
喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
死神来了,http://cfss.cc/cdn/hy/11352903.flv
变形金刚,http://cfss.cc/cdn/hy/21059596.flv
怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
老三国,http://cfss.cc/cdn/hy/11602081.flv
新三国,http://cfss.cc/cdn/hy/11352944.flv
新水浒,http://cfss.cc/cdn/hy/11342384.flv
纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
庆余年,http://cfss.cc/cdn/hy/11352960.flv
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
士兵突击,http://cfss.cc/cdn/hy/11342430.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
武林外传,http://cfss.cc/cdn/hy/21059598.flv
地下交通站,http://cfss.cc/cdn/hy/11342433.flv
邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv
星爷,https://www.goodiptv.club/huya/11342412
英叔,https://www.goodiptv.club/huya/11342421
发哥,https://www.goodiptv.club/huya/11342387
成龙,https://www.goodiptv.club/huya/11342386
王晶,https://www.goodiptv.club/huya/11602058
沈腾,https://www.goodiptv.club/huya/11601968
黄渤,https://www.goodiptv.club/huya/11352876
强森,https://www.goodiptv.club/huya/21059581
漫威,https://www.goodiptv.club/huya/11602034
许冠英,https://www.goodiptv.club/huya/11601972
五福星,https://www.goodiptv.club/huya/11282233
邱淑贞,https://www.goodiptv.club/huya/11352949
古天乐,https://www.goodiptv.club/huya/11602041
徐克,https://www.goodiptv.club/huya/11352909
冯小刚,https://www.goodiptv.club/huya/11352906
甄子丹,https://www.goodiptv.club/huya/11352935
周星星,https://www.goodiptv.club/huya/11336587
李连杰,https://www.goodiptv.club/huya/11342390
洪金宝,https://www.goodiptv.club/huya/11279251
梁家辉,https://www.goodiptv.club/huya/11342429
刘德华,https://www.goodiptv.club/huya/11342424
斯坦森,https://www.goodiptv.club/huya/21059588
曾江,https://www.goodiptv.club/huya/11601981
周海媚,https://www.goodiptv.club/huya/11279247
宇宙,https://www.goodiptv.club/huya/11342428
怪兽,https://www.goodiptv.club/huya/21059577
武侠,https://www.goodiptv.club/huya/11342427
警匪,https://www.goodiptv.club/huya/11352886
罪犯,https://www.goodiptv.club/huya/11352962
枪战,https://www.goodiptv.club/huya/21059579
海盗,https://www.goodiptv.club/huya/21059595
推荐,https://www.goodiptv.club/huya/11602041
救援,https://www.goodiptv.club/huya/21059594
热血,https://www.goodiptv.club/huya/11352934
盗墓,https://www.goodiptv.club/huya/21059552
贺岁,https://www.goodiptv.club/huya/11601971
玄幻,https://www.goodiptv.club/huya/11342414
谍战,https://www.goodiptv.club/huya/21059585
战争,https://www.goodiptv.club/huya/21059592
喜剧,https://www.goodiptv.club/huya/11352877
港片,https://www.goodiptv.club/huya/11602043
国产,https://www.goodiptv.club/huya/11352973
八点档,https://www.goodiptv.club/huya/880261
超异能族,https://www.goodiptv.club/huya/21059586
古墓系列,https://www.goodiptv.club/huya/11352913
蜘蛛侠,https://www.goodiptv.club/huya/21059599
贺岁片,https://www.goodiptv.club/huya/11601986
功夫片,https://www.goodiptv.club/huya/11352941
黑帮片,https://www.goodiptv.club/huya/11336719
丧尸片,https://www.goodiptv.club/huya//21059578
灾难片,https://www.goodiptv.club/huya/11602075
谍战片,https://www.goodiptv.club/huya/21059587
战争片,https://www.goodiptv.club/huya/21059574
犯罪片,https://www.goodiptv.club/huya/11352974
古装片,https://www.goodiptv.club/huya/11336590
高分动作,https://www.goodiptv.club/huya/11352884
动作电影,https://www.goodiptv.club/huya/11602077
搞笑喜剧,https://www.goodiptv.club/huya/11342423
喜剧专场,https://www.goodiptv.club/huya/11602044
欢笑影院,https://www.goodiptv.club/huya/11352894
不挤影院,https://www.goodiptv.club/huya/11352897
国产悬疑,https://www.goodiptv.club/huya/11342395
快意江湖,https://www.goodiptv.club/huya/11342435
黑帮斗争,https://www.goodiptv.club/huya/11342419
嫣然影厅,https://www.goodiptv.club/huya/11601977
许氏三杰,https://www.goodiptv.club/huya/11602033
经典港片,https://www.goodiptv.club/huya/11352965
镖行天下,https://www.goodiptv.club/huya/11352969
高能反转,https://www.goodiptv.club/huya/11352887
喜乐影院,https://www.goodiptv.club/huya/21059580
蘑菇影厅,https://www.goodiptv.club/huya/11601981
搞笑恐怖,https://www.goodiptv.club/huya/11601960
死神来了,https://www.goodiptv.club/huya/11352903
变形金刚,https://www.goodiptv.club/huya/21059596
怪兽系列,https://www.goodiptv.club/huya/21059554
老三国,https://www.goodiptv.club/huya/11602081
新三国,https://www.goodiptv.club/huya/11352944
新水浒,https://www.goodiptv.club/huya/11342384
纪晓岚,https://www.goodiptv.club/huya/11342396
庆余年,https://www.goodiptv.club/huya/11352960
雍正王朝,https://www.goodiptv.club/huya/11342439
士兵突击,https://www.goodiptv.club/huya/11342430
爱情公寓,https://www.goodiptv.club/huya/11336726
武林外传,https://www.goodiptv.club/huya/21059598
地下交通站,https://www.goodiptv.club/huya/11342433
邻里一家亲,https://www.goodiptv.club/huya/11342426
陈翔六点半,https://www.goodiptv.club/huya/11274154

|斗鱼轮播,#genre#
鬼片恐怖惊悚,http://43.138.170.29:35455/douyu/2935323
恐怖故事,http://43.138.170.29:35455/douyu/2337939
科幻动作,http://43.138.170.29:35455/douyu/4332
怡寳影院,http://43.138.170.29:35455/douyu/434971
粤语电影,http://43.138.170.29:35455/douyu/6566671
苹果影院,http://43.138.170.29:35455/douyu/2793084
午夜故事,http://43.138.170.29:35455/douyu/8722254
译制国语,http://43.138.170.29:35455/douyu/2436390
蚂蚱影院,http://43.138.170.29:35455/douyu/6079455
纪录片,http://43.138.170.29:35455/douyu/4360438
贝爷求生,http://43.138.170.29:35455/douyu/454867
恐怖丧尸鬼片,http://43.138.170.29:35455/douyu/263824
荒野建造者,http://43.138.170.29:35455/douyu/9611578
邦德影院,http://43.138.170.29:35455/douyu/9292499
